course_name,level,cutoff_atar,award_type,provider,duration,field_of_education,campus
Master of Surgery (Surgical Outcomes),Postgraduate,,Master's by coursework,The University of Sydney,1 year,Surgery,Camperdown NSW
Master of Surgery (Transplant Surgery),Postgraduate,,Master's by coursework,The University of Sydney,1 year,Surgery,Camperdown NSW
Master of Surgery (Upper Gastro Surgery),Postgraduate,,Master's by coursework,The University of Sydney,1 year,Surgery,Camperdown NSW
Master of Surgery (Urology),Postgraduate,,Master's by coursework,The University of Sydney,1 year,Surgery,Camperdown NSW
Master of Surgery (Vascular Surgery),Postgraduate,,Master's by coursework,The University of Sydney,1 year,Surgery,Camperdown NSW
Master of Surgery (Vascular/Endovascular),Postgraduate,,Master's by coursework,The University of Sydney,1 year,Surgery,Camperdown NSW
Master of Surgery in Advanced Gynaecological Surgery,Postgraduate,,Master's by coursework,University of Western Sydney,1.5 years,Obstetrics & Gynaecology,CAMPBELLTOWN CAMPUS NSW
Master of Survey and Market Research Methods,Postgraduate,,Master's by coursework,University of Wollongong,1 year,Statistics,Sydney NSW
Master of Survey and Market Research Methods,Postgraduate,,Master's by coursework,University of Wollongong,1 year,Statistics,Sydney NSW
Master of Surveying,Postgraduate,,Master's by coursework,University of South Australia,1.5 years,Surveying,Adelaide SA
Master of Sustainability,Postgraduate,,Master's by coursework,Monash University,1.5 years,Environmental Studies n.e.c.,CLAYTON VIC
Master of Sustainability,Postgraduate,,Master's by coursework,The University of Sydney,1.5 years,Environmental Studies,Camperdown NSW
Master of Sustainability,Postgraduate,,Master's by coursework,University of New England,1.5 years,Environmental Studies n.e.c.,Armidale NSW
Master of Sustainability,Postgraduate,,Master's by coursework,University of New England,1.5 years,Environmental Studies n.e.c.,Distance Education
Master of Sustainability and Climate Policy,Postgraduate,,Master's by coursework,Curtin University of Technology,1.5 years,Studies in Human Society,Bentley Campus WA
Master of Sustainability and Climate Policy,Postgraduate,,Master's by coursework,Curtin University of Technology,1.5 years,Studies in Human Society,Fremantle CUSP WA
Master of Sustainable Agriculture,Postgraduate,,Master's by coursework,Charles Sturt University,1.5 years,Agriculture,Orange NSW
Master of Sustainable Agriculture,Postgraduate,,Master's by coursework,Charles Sturt University,1.5 years,Agriculture,Distance Education
Master of Sustainable Design,Postgraduate,,Master's by coursework,University of South Australia,1.5 years,Architecture & Urban Environment,Adelaide SA
Master of Sustainable Development,Postgraduate,,Master's by coursework,Macquarie University,1 year,Environmental Studies,Macquarie University NSW
Master of Sustainable Development,Postgraduate,,Master's by coursework,University of New South Wales,1.5 years,Architecture & Urban Environment n.e.c.,Sydney NSW
Master of Sustainable Environments & Planning,Postgraduate,,Master's by coursework,Bond University,1.5 years,Environmental Studies n.e.c.,Bond University QLD
Master of Sustainable Practice,Postgraduate,,Master's by coursework,RMIT University,2 years,Environmental Studies n.e.c.,City Campus VIC
Master of Sustainable Practice,Postgraduate,,Master's by coursework,RMIT University,1.5 years,Environmental Studies n.e.c.,City Campus VIC
Master of Systems Development,Postgraduate,,Master's by coursework,Charles Sturt University,1.5 years,Programming,Distance Education
Master of Systems Engineering,Postgraduate,,Master's by coursework,University of New South Wales,1 year,Engineering & Related Technologies n.e.c.,UNSW Canberra at ADFA ACT
Master of Taxation,Postgraduate,,Master's by coursework,Curtin University of Technology,1.5 years,Business Management,Bentley Campus WA
Master of Taxation,Postgraduate,,Master's by coursework,The University of Melbourne,1 year,Taxation Law,PARKVILLE VIC
Master of Taxation,Postgraduate,,Master's by coursework,The University of Sydney,1 year,Taxation Law,Camperdown NSW
Master of Taxation,Postgraduate,,Master's by coursework,University of New South Wales,1 year,Taxation Law,Sydney NSW
Master of Taxation & Financial Planning,Postgraduate,,Master's by coursework,University of New South Wales,1 year,Taxation Law,Sydney NSW
Master of Taxation Studies,Postgraduate,,Master's by coursework,University of New South Wales,2 years,Taxation Law,Sydney NSW
MASTER OF TEACHING,Postgraduate,,Master's by coursework,Deakin University,2 years,Teacher Education n.e.c.,GEELONG VIC
MASTER OF TEACHING,Postgraduate,,Master's by coursework,Deakin University,2 years,Teacher Education n.e.c.,BURWOOD VIC
MASTER OF TEACHING,Postgraduate,,Master's by coursework,Deakin University,2 years,Teacher Education n.e.c.,DISTANCE EDUCATION
Master of Teaching,Postgraduate,,Master's by coursework,The University of Sydney,2 years,Teacher Education,Camperdown NSW
Master of Teaching,Postgraduate,,Master's by coursework,University of Canberra,2 years,Teacher Education: Secondary,Bruce ACT
MASTER OF TEACHING,Postgraduate,,Master's by coursework,Victoria University,2 years,Teacher Education: Secondary,Footscray Park VIC
MASTER OF TEACHING,Postgraduate,,Master's by coursework,Victoria University,2 years,Teacher Education: Secondary,St Albans VIC
Master of Teaching - Coursework,Postgraduate,,Master's by coursework,The University of Western Australia,2 years,Teacher Education,CRAWLEY WA
Master of Teaching - Coursework,Postgraduate,,Master's by coursework,The University of Western Australia,2 years,Teacher Education,ALBANY WA
MASTER OF TEACHING - EARLY CHILDHOOD EDUCATION,Postgraduate,,Master's by coursework,Deakin University,2 years,Teacher Education n.e.c.,GEELONG VIC
MASTER OF TEACHING - EARLY CHILDHOOD EDUCATION,Postgraduate,,Master's by coursework,Deakin University,2 years,Teacher Education n.e.c.,BURWOOD VIC
MASTER OF TEACHING - EARLY CHILDHOOD EDUCATION,Postgraduate,,Master's by coursework,Deakin University,2 years,Teacher Education n.e.c.,DISTANCE EDUCATION
MASTER OF TEACHING - PRIMARY,Postgraduate,,Master's by coursework,Deakin University,2 years,Teacher Education n.e.c.,BURWOOD VIC
MASTER OF TEACHING - PRIMARY,Postgraduate,,Master's by coursework,Deakin University,2 years,Teacher Education n.e.c.,DISTANCE EDUCATION
MASTER OF TEACHING - SECONDARY,Postgraduate,,Master's by coursework,Deakin University,2 years,Teacher Education n.e.c.,BURWOOD VIC
MASTER OF TEACHING - SECONDARY,Postgraduate,,Master's by coursework,Deakin University,2 years,Teacher Education n.e.c.,DISTANCE EDUCATION
Master of Teaching (Birth - 5 Years/Birth - 12 Years),Postgraduate,,Master's by coursework,University of Western Sydney,2.5 years,Teacher Education: Early Childhood,BANKSTOWN CAMPUS NSW
Master of Teaching (Birth to Five Years),Postgraduate,,Master's by coursework,Macquarie University,2 years,Teacher Education: Early Childhood,Macquarie University NSW
Master of Teaching (E7G),Postgraduate,,Master's by coursework,University of Tasmania,2 years,Teacher Education,Hobart TAS
Master of Teaching (E7G),Postgraduate,,Master's by coursework,University of Tasmania,2 years,Teacher Education,Launceston TAS
Master of Teaching (E7G),Postgraduate,,Master's by coursework,University of Tasmania,2 years,Teacher Education,Distance Education
Master of Teaching (Early Childhood Birth to 5 Years),Postgraduate,,Master's by coursework,Australian Catholic University,2.1 years,Teacher Education: Early Childhood,NATIONAL NSW
Master of Teaching (Early Childhood),Postgraduate,,Master's by coursework,Flinders University,2 years,Teacher Education: Early Childhood,Adelaide at Bedford Park SA
Master of Teaching (Early Childhood),Postgraduate,,Master's by coursework,The University of Melbourne,2 years,Teacher Education: Early Childhood,PARKVILLE VIC
Master of Teaching (Early Childhood),Postgraduate,,Master's by coursework,The University of Sydney,2 years,Teacher Education: Early Childhood,Camperdown NSW
Master of Teaching (Early Childhood)),Postgraduate,,Master's by coursework,University of South Australia,2 years,Teacher Education: Early Childhood,Magill SA
Master of Teaching (Early Years),Postgraduate,,Master's by coursework,Australian Catholic University,2.1 years,Teacher Education: Early Childhood,NATIONAL NSW
Master of Teaching (Early Years),Postgraduate,,Master's by coursework,Monash University,2 years,Teacher Education: Early Childhood,CLAYTON VIC
Master of Teaching (Early Years),Postgraduate,,Master's by coursework,The University of Melbourne,2 years,Teacher Education: Primary,PARKVILLE VIC
Master of Teaching (Honours),Postgraduate,,Master's by coursework,University of Western Sydney,1 year,Teacher Education n.e.c.,BANKSTOWN CAMPUS NSW
Master of Teaching (Honours),Postgraduate,,Master's by coursework,University of Western Sydney,1 year,Teacher Education n.e.c.,PENRITH CAMPUS NSW
Master of Teaching (P-12),Postgraduate,,Master's by coursework,La Trobe University,2 years,Teacher Education,ALBURY-WODONGA VIC
Master of Teaching (Primary and Middle),Postgraduate,,Master's by coursework,University of South Australia,2 years,Teacher Education,Magill SA
Master of Teaching (Primary R-7),Postgraduate,,Master's by coursework,Flinders University,2 years,Teacher Education: Primary,Adelaide at Bedford Park SA
Master of Teaching (Primary),Postgraduate,,Master's by coursework,Australian Catholic University,2 years,Teacher Education: Primary,MELBOURNE VIC
Master of Teaching (Primary),Postgraduate,,Master's by coursework,Australian Catholic University,2 years,Teacher Education: Primary,STRATHFIELD NSW
Master of Teaching (Primary),Postgraduate,,Master's by coursework,Monash University,2 years,Teacher Education: Primary,PENINSULA VIC
Master of Teaching (Primary),Postgraduate,,Master's by coursework,Monash University,2 years,Teacher Education: Primary,BERWICK VIC
Master of Teaching (Primary),Postgraduate,,Master's by coursework,Monash University,2 years,Teacher Education: Primary,Distance Education
MASTER OF TEACHING (PRIMARY),Postgraduate,,Master's by coursework,Swinburne University of Technology,2 years,Teacher Education: Primary,Hawthorn VIC
Master of Teaching (Primary),Postgraduate,,Master's by coursework,The University of Melbourne,2 years,Teacher Education: Primary,PARKVILLE VIC
Master of Teaching (Primary),Postgraduate,,Master's by coursework,The University of Notre Dame Australia,2 years,Teacher Education: Primary,"MOUAT STREET, FREMANTLE WA"
Master of Teaching (Primary),Postgraduate,,Master's by coursework,The University of Sydney,2 years,Teacher Education: Primary,Camperdown NSW
Master of Teaching (Primary),Postgraduate,,Master's by coursework,University of New England,2 years,Teacher Education,Distance Education
Master of Teaching (Primary),Postgraduate,,Master's by coursework,University of Newcastle,2 years,Teacher Education: Primary,CALLAGHAN NSW
Master of Teaching (Primary),Postgraduate,,Master's by coursework,University of South Australia,2 years,Teacher Education: Primary,Magill SA
Master of Teaching (Primary),Postgraduate,,Master's by coursework,University of Western Sydney,1.5 years,Teacher Education: Primary,BANKSTOWN CAMPUS NSW
Master of Teaching (Primary)/Graduate Certificate in Religious Education,Postgraduate,,Master's by coursework,Australian Catholic University,2.2 years,"Teacher Education: Primary, Religious Studies",MELBOURNE VIC
Master of Teaching (Primary)/Graduate Certificate in Religious Education,Postgraduate,,Master's by coursework,Australian Catholic University,2.2 years,"Teacher Education: Primary, Religious Studies",STRATHFIELD NSW
Master of Teaching (School Counselling),Postgraduate,,Master's by coursework,The University of Sydney,2 years,Teacher Education: Secondary,Camperdown NSW
Master of Teaching (Secondary (Arts Education)),Postgraduate,,Master's by coursework,University of South Australia,2 years,Teacher Education: Secondary,Magill SA
Master of Teaching (Secondary (Design and Technology Education)),Postgraduate,,Master's by coursework,University of South Australia,2 years,Teacher Education: Secondary,Magill SA
Master of Teaching (Secondary (English Education)),Postgraduate,,Master's by coursework,University of South Australia,2 years,Teacher Education: Secondary,Magill SA
Master of Teaching (Secondary (Health and Physical Education)),Postgraduate,,Master's by coursework,University of South Australia,2 years,Teacher Education: Secondary,Magill SA
Master of Teaching (Secondary (Humanities and Social Sciences)),Postgraduate,,Master's by coursework,University of South Australia,2 years,Teacher Education: Secondary,Magill SA
Master of Teaching (Secondary (Languages Education)),Postgraduate,,Master's by coursework,University of South Australia,2 years,Teacher Education: Secondary,Magill SA
Master of Teaching (Secondary (Mathematics Education)),Postgraduate,,Master's by coursework,University of South Australia,2 years,Teacher Education: Secondary,Magill SA
Master of Teaching (Secondary (Science Education)),Postgraduate,,Master's by coursework,University of South Australia,2 years,Teacher Education: Secondary,Magill SA
Master of Teaching (Secondary),Postgraduate,,Master's by coursework,Australian Catholic University,2 years,Teacher Education: Secondary,MELBOURNE VIC
Master of Teaching (Secondary),Postgraduate,,Master's by coursework,Australian Catholic University,2 years,Teacher Education: Secondary,CANBERRA ACT
Master of Teaching (Secondary),Postgraduate,,Master's by coursework,Australian Catholic University,2 years,Teacher Education: Secondary,STRATHFIELD NSW
Master of Teaching (Secondary),Postgraduate,,Master's by coursework,Flinders University,2 years,Teacher Education: Secondary,Adelaide at Bedford Park SA
Master of Teaching (Secondary),Postgraduate,,Master's by coursework,Monash University,2 years,Teacher Education: Secondary,CLAYTON VIC
Master of Teaching (Secondary),Postgraduate,,Master's by coursework,Monash University,2 years,Teacher Education: Secondary,BERWICK VIC
Diploma Science (Geographical Science),Undergraduate,N/A,Diploma,The University of Queensland,1 year,Earth Sciences n.e.c.,STLUCIA QLD
